item,itemLabel,startDate,endDate
Q467261,Gennady Gagulia,1995-01,1997-04-29
Q485032,Sergei Bagapsh,1997-04-29,1999-12-20
Q3596044,Viacheslav Tsugba,1999-12-20,2001-05-30
Q4160199,Anri Jergenia,2001-06-07,2002-11-29
Q467261,Gennady Gagulia,2002-11-29,2003-04-08
Q1359023,Raul Khajimba,2003-04-22,2004-10-06
Q4496777,Nodar Khashba,2004-10-06,2005-02-14
Q313355,Alexander Ankvab,2005-02-14,2010-02-13
Q737435,Sergei Shamba,2010-02-13,2011-09-27
Q2996248,Leonid Lakerbaia,2011-09-27,2014-06-02
Q4157034,Vladimir Delba,2014-06-02,2014-09-29
Q829940,Beslan Butba,2014-09-29,2015-03-17
Q4057556,Shamil Adzynba,2015-03-17,2015-03-20
Q19667703,Artur Mikvabia,2015-03-20,2016-07-26
Q4057556,Shamil Adzynba,2016-07-26,2016-08-05
Q26211009,Beslan Bartsits,2016-08-05,2018-04-25
Q467261,Gennady Gagulia,2018-04-25,2018-09-08
Q27829055,Daur Arshba,2018-09-08,2018-09-18
Q4080376,Valeri Bganba,2018-09-18,2020-04-23
Q313355,Alexander Ankvab,2020-04-23,
