item,itemLabel,position,positionLabel,start,psid
Q109065587,David Sangulia,Q110974721,Chief of the Cabinet Staff,2017-09-04,Q109065587-437AAC30-8CFA-4948-BE57-B48C10FAC7E2
Q18043980,Inal Ardzinba,Q4294395,Minister for Foreign Affairs of Abkhazia,2021-11-18,Q18043980-DAB69EEF-E335-4AD0-A77C-02DA8E663372
Q313355,Alexander Ankvab,Q2655879,Prime Minister of Abkhazia,2020-04-23,Q313355-9524C2EC-3CE7-4F53-8E64-C3FAE7BBB31E
Q4086139,Aslan Bzhania,Q1998735,President of Abkhazia,2020-04-23,Q4086139-ae22f47e-532a-4104-9c06-6a35c6859e5e
Q4152132,Badr Gunba,Q4112592,Vice President of Abkhazia,2020-04-23,Q4152132-EFDA7FAB-992B-44CF-BF86-083A476D0E3C
