item,itemLabel,startDate,endDate,psid
Q110974709,Vladimir Anua,2020-06-01,,Q110974709-98F1B04D-2EA2-4DF0-9F67-6E3B779983F3
Q1359023,Raul Khadjimba,2002-12-19,2003-04-22,Q1359023-AA567BD4-B275-450A-8B2C-A0C8C546B263
Q4071020,Vladimir Arshba,1992-10-11,1993-04-25,Q4071020-a552599f-4be0-6c95-da99-38145d7372ad
Q4222703,Mirab Kishmaria,2007-06-26,2020-06-01,Q4222703-2DFD8F48-0C89-4239-B74F-AC546563EE9F
Q4292976,Vladimir Mikanba,1996-07-01,2002-12-09,Q4292976-F2EAC82C-89F5-43EC-B164-6383B056D81A
Q4429490,Sultan Sosnaliyev,2005-02-25,2007-05-08,Q4429490-46227584-4990-4857-86FC-279056CE0140
Q4429490,Sultan Sosnaliyev,1993-04-25,1996-07-01,Q4429490-C6FE0C7D-9F91-40A7-846C-11E3EC78DC6B
Q4533378,Q4533378,2003-04-22,2005-02-25,Q4533378-1AC2E555-BFCB-4ABF-8FB4-29FD20EF6ADE
