pageid,title,wikidata,label
1504419,Alexander Ankvab,Q313355,Alexander Ankvab
41035025,Badr Gunba,Q4152132,Badr Gunba
48614347,Elvira Arsalia,Q21572779,Elvira Arsalia
51344722,Aslan Kobakhia,Q26465386,Aslan Kobakhia
52568830,Aslan Bzhania,Q4086139,Aslan Bzhania
69304065,Inal Ardzinba,Q18043980,Inal Ardzinba
